784cd58c-0b76-4fd0-82b4-eb7d0288609d,1.2,0.44
d6c8d7ed-9a51-4a77-bc7c-14d9b3c4d2e9,8.716666666666667,2.1
23eb6af8-c940-4d66-b236-5a88cf969958,16.2,3.7
c70bdde8-ec26-4590-a7fc-f1b230403ab5,8.25,1.69
6ac8e8c0-f81f-4dec-8c9a-a0ac98416710,21.033333333333335,6.26
255206bf-4016-44e9-ba45-a4b7a1c26d60,6.2,1.3
802c52eb-f28a-450f-81ed-f62c0dfb6a27,20.2,6.47
e9cc71e8-89f4-47e3-ade1-ff629ab37475,6.333333333333333,1.15
8c5e0fe7-4d57-4b20-95ab-dbebb148ab6b,6.0,1.3
f14e2daa-dfc4-4e83-9fca-438649bfe728,18.4,4.75
8ae7b8b5-4f3d-4cb1-a8d5-4c55e070a7f8,13.366666666666667,6.03
93b4f615-a5d7-4c07-b94e-2338d27d7f3f,14.416666666666666,2.82
1d3002dc-80e3-434f-bd41-2c4b93442195,2.75,0.7
46ae38d1-c77f-421f-8ff4-9d9624f426bb,1380.0666666666666,5.48
c6ccac12-4f06-440f-ba92-d064121017f1,32.81666666666667,7.54
108924c2-c2b4-4695-bb9d-f6bff5ff76a5,2.3333333333333335,0.9
ea4e46d0-a77d-4579-be88-ffed7fea33a0,21.866666666666667,6.2
6bd46498-e230-490f-809f-5f474d4cdd92,14.433333333333334,5.57
75c6442f-d853-47db-99ab-bade01416c74,5.866666666666666,1.87
c4e49b8d-5c0e-4990-83b8-1b98930a85cd,22.366666666666667,6.6
03150a3d-6825-4942-ac23-d77a64db4a20,0.9166666666666666,0.26
be1f97c8-e2ce-46cf-ab83-a125481525fa,28.683333333333334,1.79
8381ba5c-6031-49b9-9fa8-2f2c2c97754c,7.9,2.34
69af29ab-32be-49bb-bbe0-7be00a1b2d07,16.766666666666666,3.66
b1442487-cb94-42bc-a835-abbaaa0ca4e9,15.8,3.96
00a537af-af5f-4526-a0d2-ad1ae0eef614,14.25,6.2
23168bd2-7733-49ff-943c-c1a1b9c68c7e,8.083333333333334,2.19
23585618-832e-46b0-b4be-589ea67c057a,13.633333333333333,4.3
e7547444-6585-4984-829f-440b452342f7,3.566666666666667,0.71
eed22f44-8eff-4f13-ba40-5eb8ab9c1db2,0.03333333333333333,0.0
d2a85832-b08d-4145-ac55-b3d75e5a367f,8.466666666666667,1.55
c84afd0e-78d4-4911-9268-c87055eca29c,3.0833333333333335,0.88
62b00377-7bbc-44bc-a65a-11f85326dd4c,7.483333333333333,1.72
00a538df-b4ac-44af-8dfc-a2bf08d90464,16.116666666666667,3.13
0f88c461-a595-40ca-abb1-050438989132,6.983333333333333,1.81
f845dc2e-9038-48ee-8901-0980243ae71f,12.483333333333333,5.74
